posi_id,legacy_id,title,issn_online,openalex_source_id,article_count,minted_or_reused
POSI-J-000578,j-bench-desalination-and-water-treatment-1795,"Desalination and Water Treatment",1944-3986,S124203677,20587,reused
POSI-J-024744,j-bench-design-and-artificial-intelligence-1796,"Design and Artificial Intelligence",3050-7413,S5407047471,36,minted
POSI-J-024745,j-bench-design-science-vision-1797,"Design Science Vision",2950-2624,S5407051133,2,minted
POSI-J-024746,j-bench-design-studies-1798,"Design Studies",0142-694X,S152445846,2301,minted
POSI-J-024747,j-bench-development-engineering-1799,"Development Engineering",2352-7285,S2898590181,209,minted
POSI-J-024748,j-bench-development-and-sustainability-in-economics-and-finance-1800,"Development and Sustainability in Economics and Finance",2950-5240,S4404669160,153,minted
POSI-J-024749,j-bench-developmental-cell-1801,"Developmental Cell",1534-5807,S83804233,6397,minted
POSI-J-002234,j-bench-developmental-cognitive-neuroscience-1802,"Developmental Cognitive Neuroscience",1878-9293,S176508836,1783,reused
POSI-J-024750,j-bench-developmental-comparative-immunology-1803,"Developmental & Comparative Immunology",0145-305X,S81563257,7917,minted
POSI-J-024751,j-bench-developmental-review-1804,"Developmental Review",0273-2297,S122700532,1109,minted
POSI-J-003927,j-bench-developments-in-the-built-environment-1805,"Developments in the Built Environment",2666-1659,S4210169634,997,reused
POSI-J-024752,j-bench-device-1806,"Device",2666-9986,S4387290120,624,minted
POSI-J-011966,j-bench-diabetes-epidemiology-and-management-1807,"Diabetes Epidemiology and Management",2666-9706,S4210215582,253,reused
POSI-J-024753,j-bench-diabetes-metabolic-syndrome-clinical-research-and-reviews-1808,"Diabetes & Metabolic Syndrome: Clinical Research and Reviews",1871-4021,S125677163,3121,minted
POSI-J-024754,j-bench-diabetes-metabolism-1809,"Diabetes & Metabolism",1262-3636,S49871393,6896,minted
POSI-J-024755,j-bench-diagnostic-histopathology-1810,"Diagnostic Histopathology",1756-2317,S4210229056,1565,minted
POSI-J-024756,j-bench-diagnostic-and-interventional-imaging-1811,"Diagnostic and Interventional Imaging",2211-5684,S2764583368,2154,minted
POSI-J-024757,j-bench-diagnostic-microbiology-and-infectious-disease-1812,"Diagnostic Microbiology and Infectious Disease",0732-8893,S80485324,8481,minted
POSI-J-010195,j-bench-dialogues-in-health-1813,"Dialogues in Health",2772-6533,S4210215874,333,reused
POSI-J-024758,j-bench-diamond-and-related-materials-1814,"Diamond and Related Materials",0925-9635,S124577123,14868,minted
POSI-J-024759,j-bench-differential-geometry-and-its-applications-1815,"Differential Geometry and its Applications",0926-2245,S100028386,2338,minted
POSI-J-024760,j-bench-differentiation-1816,"Differentiation",0301-4681,S53475899,3861,minted
POSI-J-024761,j-bench-digestive-and-liver-disease-supplements-1817,"Digestive and Liver Disease Supplements",1594-5804,S189371646,89,minted
POSI-J-024762,j-bench-digital-applications-in-archaeology-and-cultural-heritage-1818,"Digital Applications in Archaeology and Cultural Heritage",2212-0548,S2898509050,562,minted
POSI-J-014180,j-bench-digital-business-1819,"Digital Business",2666-9544,S4210225848,180,reused
POSI-J-010345,j-bench-digital-chemical-engineering-1820,"Digital Chemical Engineering",2772-5081,S4210211385,322,reused
POSI-J-024763,j-bench-digital-chinese-medicine-1821,"Digital Chinese Medicine",2589-3777,S4210178905,317,minted
POSI-J-003663,j-bench-digital-communications-and-networks-1822,"Digital Communications and Networks",2352-8648,S2495769766,1053,reused
POSI-J-022776,j-bench-digital-dentistry-journal-1823,"Digital Dentistry Journal",2950-6433,S5407037129,107,reused
POSI-J-016110,j-bench-digital-engineering-1824,"Digital Engineering",2950-550X,S4404674960,132,reused
POSI-J-014396,j-bench-digital-geography-and-society-1825,"Digital Geography and Society",2666-3783,S4210207187,177,reused
POSI-J-024764,j-bench-digital-signal-processing-1826,"Digital Signal Processing",1051-2004,S64117906,6709,minted
POSI-J-024765,j-bench-disability-and-health-journal-1827,"Disability and Health Journal",1936-6574,S182504092,1953,minted
POSI-J-024766,j-bench-discourse-context-media-1828,"Discourse, Context & Media",2211-6958,S2764413953,746,minted
POSI-J-024767,j-bench-discrete-applied-mathematics-1829,"Discrete Applied Mathematics",0166-218X,S171741597,12182,minted
POSI-J-024768,j-bench-discrete-mathematics-1830,"Discrete Mathematics",0012-365X,S18902827,19097,minted
POSI-J-024769,j-bench-discrete-optimization-1831,"Discrete Optimization",1572-5286,S203549655,839,minted
POSI-J-024770,j-bench-disease-a-month-1832,"Disease-a-Month",0011-5029,S119300341,3203,minted
POSI-J-024771,j-bench-disease-and-therapeutics-1833,"Disease and Therapeutics",3050-9998,S5407047531,19,minted
POSI-J-024772,j-bench-displays-1834,"Displays",0141-9382,S191329154,4824,minted
POSI-J-024773,j-bench-dna-repair-1835,"DNA Repair",1568-7864,S3892243,3727,minted
POSI-J-024774,j-bench-domestic-animal-endocrinology-1836,"Domestic Animal Endocrinology",0739-7240,S105143944,2565,minted
POSI-J-024775,j-bench-douleurs-valuation-diagnostic-traitement-1837,"Douleurs : Évaluation – Diagnostic – Traitement",1624-5687,S86123603,2784,minted
POSI-J-024776,j-bench-drug-and-alcohol-dependence-1838,"Drug and Alcohol Dependence",0376-8716,S109998069,16230,minted
POSI-J-007926,j-bench-drug-and-alcohol-dependence-reports-1839,"Drug and Alcohol Dependence Reports",2772-7246,S4210226263,451,reused
POSI-J-024777,j-bench-drug-discovery-today-1840,"Drug Discovery Today",1359-6446,S152068293,7743,minted
POSI-J-024778,j-bench-drug-metabolism-and-disposition-1841,"Drug Metabolism and Disposition",0090-9556,S145039780,10500,minted
POSI-J-024779,j-bench-drug-metabolism-and-pharmacokinetics-1842,"Drug Metabolism and Pharmacokinetics",1347-4367,S185835163,3496,minted
POSI-J-024780,j-bench-drug-resistance-updates-1843,"Drug Resistance Updates",1368-7646,S47159833,1254,minted
POSI-J-024781,j-bench-dyes-and-pigments-1844,"Dyes and Pigments",0143-7208,S137084839,13705,minted
POSI-J-024782,j-bench-dynamics-of-atmospheres-and-oceans-1845,"Dynamics of Atmospheres and Oceans",0377-0265,S29696369,1749,minted
POSI-J-024783,j-bench-eanm-innovation-1846,"EANM Innovation",3051-2913,S5407051488,273,minted
POSI-J-024784,j-bench-the-eanm-journal-1847,"The EANM Journal",3051-2921,S5407051744,43,minted
POSI-J-024785,j-bench-early-childhood-research-quarterly-1848,"Early Childhood Research Quarterly",0885-2006,S114141255,2628,minted
POSI-J-024786,j-bench-early-human-development-1849,"Early Human Development",0378-3782,S124424368,8630,minted
POSI-J-018647,j-bench-earth-critical-zone-1850,"Earth Critical Zone",2950-4767,S5407037077,71,reused
POSI-J-019291,j-bench-earth-energy-science-1851,"Earth Energy Science",2950-1547,S4404677259,51,reused
POSI-J-019670,j-bench-earth-history-and-biodiversity-1852,"Earth History and Biodiversity",2950-4759,S4404660922,41,reused
POSI-J-024787,j-bench-earth-and-planetary-science-advances-1853,"Earth and Planetary Science Advances",3117-6798,S7407057696,5,minted
POSI-J-024788,j-bench-earth-science-reviews-1854,"Earth-Science Reviews",0012-8252,S40187045,6987,minted
POSI-J-024789,j-bench-earth-system-1855,"Earth System",3051-3111,,0,minted
POSI-J-010434,j-bench-earth-system-governance-1856,"Earth System Governance",2589-8116,S4210220330,317,reused
POSI-J-024790,j-bench-earthquake-research-advances-1857,"Earthquake Research Advances",2772-4670,S4393918158,223,minted
POSI-J-004519,j-bench-earthquake-science-1858,"Earthquake Science",1674-4519,S4306546413,2520,reused
POSI-J-024791,j-bench-eating-behaviors-1859,"Eating Behaviors",1471-0153,S131708376,2015,minted
POSI-J-024792,j-bench-ebes-sustainable-building-1860,"EBES Sustainable Building",3051-2441,S7407056088,8,minted
POSI-J-000857,j-bench-ebiomedicine-1861,"EBioMedicine",2352-3964,S2531685872,6341,reused
POSI-J-001141,j-bench-eclinicalmedicine-1862,"EClinicalMedicine",2589-5370,S2898347799,4045,reused
POSI-J-012372,j-bench-eco-environment-health-1863,"Eco-Environment & Health",2772-9850,S4220651295,243,reused
POSI-J-024793,j-bench-ecohydrology-hydrobiology-1864,"Ecohydrology & Hydrobiology",1642-3593,S49770870,1152,minted
POSI-J-024794,j-bench-ecological-complexity-1865,"Ecological Complexity",1476-945X,S82072675,1064,minted
POSI-J-024795,j-bench-ecological-engineering-1866,"Ecological Engineering",0925-8574,S134185576,7634,minted
POSI-J-024796,j-bench-ecological-frontiers-1867,"Ecological Frontiers",2950-5097,S5407037086,527,minted
POSI-J-024797,j-bench-ecological-genetics-and-genomics-1868,"Ecological Genetics and Genomics",2405-9854,S2898331840,503,minted
POSI-J-000614,j-bench-ecological-indicators-1869,"Ecological Indicators",1470-160X,S194154261,15291,reused
POSI-J-001170,j-bench-ecological-informatics-1870,"Ecological Informatics",1574-9541,S195809937,3908,reused
POSI-J-024798,j-bench-ecological-modelling-1871,"Ecological Modelling",0304-3800,S88315673,12057,minted
POSI-J-024799,j-bench-econometrics-and-statistics-1872,"Econometrics and Statistics",2452-3062,S2898363556,524,minted
POSI-J-010465,j-bench-economia-1873,"EconomiA",1517-7580,S4210229507,305,reused
POSI-J-024800,j-bench-economic-analysis-and-policy-1874,"Economic Analysis and Policy",0313-5926,S2898574612,3318,minted
POSI-J-024801,j-bench-economic-systems-1875,"Economic Systems",0939-3625,S206007305,1294,minted
POSI-J-024802,j-bench-economics-of-education-review-1876,"Economics of Education Review",0272-7757,S4888523,3375,minted
POSI-J-024803,j-bench-economics-human-biology-1877,"Economics & Human Biology",1570-677X,S19927788,1537,minted
POSI-J-024804,j-bench-economics-of-transportation-1878,"Economics of Transportation",2212-0122,S2898237991,294,minted
POSI-J-024805,j-bench-ecosystem-services-1879,"Ecosystem Services",2212-0416,S2764388848,1993,minted
POSI-J-000575,j-bench-ecotoxicology-and-environmental-safety-1880,"Ecotoxicology and Environmental Safety",0147-6513,S13733787,20188,reused
POSI-J-001400,j-bench-educaci-n-m-dica-1881,"Educación Médica",1575-1813,S2898578271,3042,reused
POSI-J-024806,j-bench-education-for-chemical-engineers-1882,"Education for Chemical Engineers",1749-7728,S169515672,551,minted
POSI-J-024807,j-bench-educational-research-review-1883,"Educational Research Review",1747-938X,S43764696,1537,minted
POSI-J-024808,j-bench-efb-bioeconomy-journal-1884,"EFB Bioeconomy Journal",2667-0410,S4210201671,68,minted
POSI-J-004072,j-bench-egyptian-informatics-journal-1885,"Egyptian Informatics Journal",1110-8665,S97403527,953,reused
POSI-J-004890,j-bench-the-egyptian-journal-of-aquatic-research-1886,"The Egyptian Journal of Aquatic Research",1687-4285,S2764850074,778,reused
POSI-J-004843,j-bench-egyptian-journal-of-petroleum-1887,"Egyptian Journal of Petroleum",1110-0621,S2764783832,791,reused
POSI-J-004751,j-bench-the-egyptian-journal-of-remote-sensing-and-space-science-1888,"The Egyptian Journal of Remote Sensing and Space Science",1110-9823,S2764483130,808,reused
POSI-J-024809,j-bench-the-egyptian-rheumatologist-1889,"The Egyptian Rheumatologist",1110-1164,S2764430323,823,minted
POSI-J-007006,j-bench-ejc-pediatric-oncology-1890,"EJC Pediatric Oncology",2772-610X,S4220651948,531,reused
POSI-J-003369,j-bench-ejc-skin-cancer-1891,"EJC Skin Cancer",2772-6118,S4387288999,1141,reused
POSI-J-000503,j-bench-ejves-vascular-forum-1892,"EJVES Vascular Forum",2666-688X,S4210233477,682,reused
POSI-J-024810,j-bench-electoral-studies-1893,"Electoral Studies",0261-3794,S124584455,3706,minted
POSI-J-024811,j-bench-electric-power-systems-research-1894,"Electric Power Systems Research",0378-7796,S151498627,13390,minted
POSI-J-024812,j-bench-the-electricity-journal-1895,"The Electricity Journal",1040-6190,S135262353,5438,minted
POSI-J-000763,j-bench-electrochemistry-communications-1896,"Electrochemistry Communications",1388-2481,S1342386,8309,reused
POSI-J-024813,j-bench-electronic-commerce-research-and-applications-1897,"Electronic Commerce Research and Applications",1567-4223,S187709482,1680,minted
POSI-J-002492,j-bench-electronic-journal-of-biotechnology-1898,"Electronic Journal of Biotechnology",0717-3458,S167562393,1577,reused
POSI-J-024814,j-bench-emc-akos-trattato-di-medicina-1899,"EMC - AKOS - Trattato di Medicina",1634-7358,S2898526149,489,minted
POSI-J-024815,j-bench-emc-anestesia-reanimaci-n-1900,"EMC - Anestesia-Reanimación",1280-4703,S2898136465,399,minted
POSI-J-024816,j-bench-emc-anestesia-rianimazione-1901,"EMC - Anestesia-Rianimazione",1283-0771,S2898607094,313,minted
POSI-J-024817,j-bench-emc-aparato-locomotor-1902,"EMC - Aparato Locomotor",1286-935X,S2898603162,577,minted
POSI-J-024818,j-bench-emc-cirug-a-general-1903,"EMC - Cirugía General",1634-7080,S2898520997,144,minted
POSI-J-024819,j-bench-emc-cirug-a-otorrinolaringol-gica-y-cervicofacial-1904,"EMC - Cirugía Otorrinolaringológica y Cervicofacial",1635-2505,S2898404821,172,minted
POSI-J-024820,j-bench-emc-cirug-a-pl-stica-reparadora-y-est-tica-1905,"EMC - Cirugía Plástica Reparadora y Estética",1634-2143,S2898348681,194,minted
POSI-J-024821,j-bench-emc-cosmetologia-medica-e-medicina-degli-inestetismi-cutanei-1906,"EMC - Cosmetologia Medica e Medicina degli Inestetismi Cutanei",1776-0313,S2898137980,133,minted
POSI-J-024822,j-bench-emc-dermatolog-a-1907,"EMC - Dermatología",1761-2896,S2898488984,365,minted
POSI-J-024823,j-bench-emc-ginecolog-a-obstetricia-1908,"EMC - Ginecología-Obstetricia",1283-081X,S2898360978,546,minted
POSI-J-024824,j-bench-emc-kinesiterapia-medicina-fisica-1909,"EMC - Kinesiterapia - Medicina Fisica",1293-2965,S2898499321,298,minted
POSI-J-024825,j-bench-emc-medicina-riabilitativa-1910,"EMC - Medicina Riabilitativa",1283-078X,S2898401270,241,minted
POSI-J-024826,j-bench-emc-neurologia-1911,"EMC - Neurologia",1634-7072,S2898164041,320,minted
POSI-J-024827,j-bench-emc-otorinolaringoiatria-1912,"EMC - Otorinolaringoiatria",1639-870X,S2898140962,293,minted
POSI-J-024828,j-bench-emc-otorrinolaringolog-a-1913,"EMC - Otorrinolaringología",1632-3475,S2898571332,454,minted
POSI-J-024829,j-bench-emc-pediatr-a-1914,"EMC - Pediatría",1245-1789,S2898242585,557,minted
POSI-J-024830,j-bench-emc-podolog-a-1915,"EMC - Podología",1762-827X,S2898183713,227,minted
POSI-J-024831,j-bench-emc-t-cnicas-quir-rgicas-aparato-digestivo-1916,"EMC - Técnicas Quirúrgicas - Aparato Digestivo",1282-9129,S2898303968,283,minted
POSI-J-024832,j-bench-emc-t-cnicas-quir-rgicas-ortopedia-y-traumatolog-a-1917,"EMC - Técnicas Quirúrgicas - Ortopedia y Traumatología",2211-033X,S2898589201,286,minted
POSI-J-024833,j-bench-emc-tecniche-chirurgiche-addominale-1918,"EMC - Tecniche Chirurgiche Addominale",1283-0798,S2898333221,216,minted
POSI-J-024834,j-bench-emc-tecniche-chirurgiche-chirurgia-generale-1919,"EMC - Tecniche Chirurgiche - Chirurgia Generale",1636-5577,S2898554310,139,minted
POSI-J-024835,j-bench-emc-tecniche-chirurgiche-chirurgia-orl-e-cervico-facciale-1920,"EMC - Tecniche Chirurgiche - Chirurgia ORL e Cervico-Facciale",1292-3036,S2898188367,128,minted
POSI-J-024836,j-bench-emc-tecniche-chirurgiche-chirurgia-ortopedica-1921,"EMC - Tecniche Chirurgiche - Chirurgia Ortopedica",2211-0801,S4306509234,369,minted
POSI-J-024837,j-bench-emc-tecniche-chirurgiche-chirurgia-plastica-ricostruttiva-ed-1922,"EMC - Tecniche Chirurgiche - Chirurgia Plastica, Ricostruttiva ed Estetica",1769-6704,S2898273665,157,minted
POSI-J-024838,j-bench-emc-tecniche-chirurgiche-torace-1923,"EMC - Tecniche Chirurgiche Torace",1288-3336,S2898532015,70,minted
POSI-J-024839,j-bench-emc-tecniche-chirurgiche-vascolare-1924,"EMC - Tecniche Chirurgiche Vascolare",1283-0801,S2898602032,151,minted
POSI-J-024840,j-bench-emc-tratado-de-medicina-1925,"EMC - Tratado de Medicina",1636-5410,S2898134460,1400,minted
POSI-J-024841,j-bench-emc-urgenze-1926,"EMC - Urgenze",1286-9341,S2898520932,202,minted
POSI-J-024842,j-bench-emc-urolog-a-1927,"EMC - Urología",1761-3310,S2898420889,459,minted
POSI-J-024843,j-bench-emergency-medicine-clinics-of-north-america-1928,"Emergency Medicine Clinics of North America",0733-8627,S157616481,3273,minted
